Genome_ID,SRA_Accession,amikacin,amoxicillin,bedaquiline,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic acid,prothionamide,pyrazinamide,rifabutin,rifampin,streptomycin
1773.4034,ERS6421978,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40349,ERS6421981,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40403,ERS6422040,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40605,ERR4050137,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.4079,ERS5281338,S,NA,S,S,NA,S,NA,R,S,R,S,S,S,S,S,S,S,NA,NA,S,S,S
1773.41745,ERS5282426,S,NA,S,S,NA,S,NA,S,S,R,R,R,R,S,R,S,R,NA,NA,R,R,R
1773.42138,ERS5282840,R,NA,S,R,NA,S,NA,S,S,R,R,R,R,S,R,R,S,NA,NA,R,R,R
1773.42139,ERS5282841,S,NA,S,S,NA,S,NA,S,R,R,R,S,R,S,R,S,S,NA,NA,R,R,S
1773.42252,ERS5282954,S,NA,S,S,NA,S,NA,S,R,S,R,S,R,S,S,S,S,NA,NA,R,R,R
1773.42389,ERS5283108,S,NA,S,S,NA,S,NA,R,S,S,S,S,R,S,S,S,S,NA,NA,R,R,R
1773.42427,ERS5283152,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,S
1773.42428,ERS5283093,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,R
1773.42533,ERS5283257,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,S
1773.42996,ERS5301230,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4302,ERS5301305,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43363,ERS5317331,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43562,ERS5317521,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.43687,ERS5281394,S,NA,S,S,NA,S,NA,S,S,R,S,S,R,R,S,S,S,NA,NA,S,R,R
1773.43727,ERS5282996,S,NA,S,S,NA,S,NA,S,S,S,S,S,R,S,S,S,S,NA,NA,S,S,S
1773.18967,ERR161101,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.21021,ERR3256199,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.29371,ERR2041934,S,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,R,R,R,S,NA,R,R
1773.33988,ERS5298339,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34021,ERS5298524,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34062,ERS5298565,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34122,ERS5298630,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34504,ERS5300770,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34572,ERS5300850,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34579,ERS5300859,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34763,ERS5301325,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35624,ERS5302916,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35641,ERS5302935,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.36926,ERS5317647,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37908,ERS5319541,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.37932,ERS5319668,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.42225,ERS5282929,S,NA,S,S,NA,R,NA,R,R,R,R,S,R,S,S,S,R,NA,NA,R,R,R
1773.43017,ERS5301298,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43076,ERS5320424,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43431,ERS5317312,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43595,ERS5317577,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.18291,ERR1035281,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.19044,ERR161200,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.19977,ERR212063,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19017,ERR161169,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.19033,ERR161181,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.19049,ERR161199,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.19056,ERR163937,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33336,ERS5282604,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33433,ERS5282720,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34148,ERS5298659,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35406,ERS5302645,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,R,NA,NA,NA,NA,R,R
1773.38374,ERS5320178,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.38453,ERS5320203,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39202,ERS6402958,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39208,ERS6402964,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.39429,ERS6403218,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40303,ERS6421911,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.40515,ERS6422211,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43029,ERS5301318,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.19057,ERR163928,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.33514,ERS5282957,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.36366,ERS5304185,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37039,ERS5317763,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37098,ERS5317835,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.38407,ERS5320214,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43393,ERS5317394,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.43411,ERS5317301,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.19974,ERR212064,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.21722,ERR3256271,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.2448,ERR498374,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2509,ERR551900,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2633,ERR553336,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2663,ERR551243,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2691,ERR551357,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2755,ERR552353,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2821,ERR551110,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2859,ERR552126,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.2979,ERR551968,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.31084,ERS1987071,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31296,ERS1987302,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3148,ERR552597,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3172,ERR550802,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.31904,ERS3371676,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3193,ERS3371699,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31944,ERS3371713,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3203,ERR550821,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.32201,ERS3371993,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32326,ERS5281233,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,S
1773.3238,ERR551245,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.32599,ERS5281626,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,S
1773.3271,ERR552166,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.3284,ERR552100,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.33405,ERS5282687,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34128,ERS5298637,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34195,ERS5298709,S,NA,NA,R,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34196,ERS5298710,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34206,ERS5298734,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34208,ERS5298727,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3423,ERR553309,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34369,ERS5300600,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34482,ERS5300742,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34497,ERS5300765,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34522,ERS5300791,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3454,ERR550673,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,R
1773.34571,ERS5300849,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3462,ERR550965,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.34707,ERS5301229,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34825,ERS5301894,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.34967,ERS5302091,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.34998,ERS5302132,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35004,ERS5302140,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35007,ERS5302137,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3518,ERR552110,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,S
1773.35183,ERS5302374,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35395,ERS5302634,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.35426,ERS5302674,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35504,ERS5302763,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.35696,ERS5303047,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.37012,ERS5317737,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37051,ERS5317779,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37801,ERS5319236,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.37891,ERS5319521,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.38991,ERS6402708,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3904,ERS6402762,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39253,ERS6403018,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.3956,SRR2100158,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.3961,SRR2100163,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.39688,ERS6403514,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.398,SRR2100182,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.39966,ERS6421511,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3997,SRR2100199,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.39977,ERS6421525,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.39987,ERS6421533,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40184,ERS6421745,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.40231,ERS6421794,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4032,SRR2100232,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4039,SRR2100240,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.40397,ERS6422033,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4047,SRR2100248,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4056,SRR2100257,R,S,NA,R,S,NA,NA,NA,R,NA,R,R,NA,NA,S,NA,NA,NA,S,NA,R,NA
1773.40738,ERS5281298,S,NA,S,S,NA,S,NA,S,S,S,S,S,S,S,S,S,S,NA,NA,S,S,R
1773.4309,SRR2100509,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.43158,ERS5302151,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43255,ERS3371913,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43278,ERS1987354,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4335,ERS5319457,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.43391,ERS5317391,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.43409,ERS5317399,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.436,SRR2100562,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4367,ERS5303967,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.4444,SRR2100647,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4482,SRR2100685,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4517,SRR2100721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA
1773.4555,SRR2100762,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4575,SRR2100784,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4579,SRR2100788,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4583,SRR2100792,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4604,SRR2100814,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4657,SRR2100868,NA,NA,NA,NA,S,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4762,SRR2100978,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4788,SRR2101006,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4839,SRR2101058,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.484,SRR2101059,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4843,SRR2101061,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4942,SRR2101173,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4949,SRR2101180,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.495,SRR2101181,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.4983,SRR2101265,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.5169,SRR2101499,NA,S,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA
1773.5763,SRR2099956,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA
1773.5796,SRR2099989,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.5808,SRR2100001,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.587,SRR2100063,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA
1773.19707,ERR181917,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.21703,ERR3256254,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.21706,ERR3256256,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.29366,ERR2041935,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,R,S,NA,R,R
1773.31226,ERS1987231,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3123,ERS1987232,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.31234,ERS1987228,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.3124,ERS1987254,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31273,ERS1987276,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31789,ERS3371548,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.31874,ERS3371639,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32076,ERS3371860,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,S,R
1773.32138,ERS3371928,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32166,ERS3371956,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32219,ERS3372014,R,NA,NA,R,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32245,ERS3372046,R,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32397,ERS5281330,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32414,ERS5281356,S,NA,NA,R,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32416,ERS5281372,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.32463,ERS5281460,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
1773.33057,ERS5282248,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,R,R
